Date,Close,Volume,W_Average
1990-08-06,335.519989,963530000,349.7985344
1990-08-13,327.8299866,741260000,348.6982111
1990-08-20,311.5100098,949290000,346.5693302
1990-08-27,322.5599976,639420000,345.1840829
1990-09-03,323.3999939,462970000,343.8710074
1990-09-10,316.8299866,619620000,342.1560389
1990-09-17,311.3200073,745410000,340.11976
1990-09-24,306.0499878,859280000,337.7710712
1990-10-01,311.5,824850000,335.8374155
1990-10-08,300.0299988,782270000,333.2205984
1990-10-15,312.480011,901400000,331.4970725
1990-10-22,304.7099915,719890000,329.3254592
1990-10-29,311.8500061,771460000,327.6902555
1990-11-05,313.7399902,740030000,326.2376959
1990-11-12,317.1199951,817750000,325.0690076
1990-11-19,315.1000061,506130000,323.8087071
1990-11-26,322.2200012,757890000,323.0378901
1990-12-03,327.75,989970000,322.6586214
1990-12-10,326.8200073,779370000,322.2715038
1990-12-17,331.75,883500000,322.2622782
1990-12-24,328.7200012,349860000,322.1066655
1990-12-31,321,522680000,321.5270528
1991-01-07,315.230011,712660000,320.6562794
1991-01-14,332.230011,911240000,320.9848179
1991-01-21,336.0700073,899470000,321.6109905
1991-01-28,343.0499878,974990000,322.7346886
1991-02-04,359.3500061,1298280000,324.9430547
1991-02-11,369.0599976,1190700000,327.7949901
1991-02-18,365.6499939,775110000,330.4109038
1991-02-25,370.4700012,1013920000,333.3115276
1991-03-04,374.9500122,1119730000,336.446109
1991-03-11,373.5899963,983760000,339.4081518
1991-03-18,367.480011,897700000,341.8775933
1991-03-25,375.2200012,705220000,344.7260235
1991-04-01,375.3599854,932790000,347.4702376
1991-04-08,380.3999939,871640000,350.4278715
1991-04-15,384.2000122,1036140000,353.4939583
1991-04-22,379.019989,820540000,356.0691188
1991-04-29,380.7999878,883230000,358.6021933
1991-05-06,375.7399902,792830000,360.659784
1991-05-13,372.3900146,859290000,362.3384301
1991-05-20,377.4899902,743160000,364.2172682
